gene,wt_cross_sex_ll,ko_cross_sex_ll,is_wt_cycler
Slc25a3,-264.1501491847499,-267.64415190553393,False
Slc25a36,-286.708048191586,-278.7893009951689,False
Slc25a39,-241.9331951484256,-254.6644421267812,False
Slc25a4,-241.86299345035798,-241.45122903591027,False
Slc25a5,-256.0385253740555,-261.88945528634827,False
Slc29a1,-266.778909453668,-274.1309998586148,False
Slc30a9,-263.730131015254,-250.8404941954838,False
Slc35b1,-271.0625207020683,-254.9278387146615,False
Slc38a1,-264.79413818004895,-324.83326921358946,False
Slc38a10,-251.78102439177746,-281.8015824342474,False
Slc38a2,-305.0237087165569,-289.6445765071458,True
Slc39a1,-285.0549712994004,-253.55445177674807,False
Slc39a13,-267.01541012730644,-262.7502055856376,False
Slc39a14,-252.53748642427948,-250.32870181588356,False
Slc39a7,-262.03752879028036,-245.09731015304317,False
Slc3a2,-246.59895551973884,-254.22797412864523,False
Slc44a2,-253.54383144118665,-332.1876156976277,False
Slc48a1,-254.13066434017048,-301.3482376924492,False
Slc49a4,-271.99724482797535,-254.8891979649648,False
Slc4a3,-283.53879616442083,-276.1241574198918,False
Slc4a7,-273.8799333822866,-274.5924582619081,False
Slc50a1,-261.929179609137,-254.01494285850617,False
Slc6a6,-258.6459477503205,-257.6508055987444,True
Slc6a8,-301.7328177429237,-280.03247656029527,False
Slc8a1,-276.4785940340234,-280.6054214451759,False
Slco3a1,-273.40101217992867,-239.39228492133506,False
Slirp,-278.568228476542,-255.26762455670325,False
Slit3,-280.4972461787706,-375.041526397236,False
Slk,-298.0331921237505,-272.26860668176784,False
Slmap,-298.22871367550033,-269.3005858373366,True
Sltm,-262.75590238292864,-252.79988766124887,False
Slu7,-264.1907462591065,-261.47832568783275,False
Smad1,-300.33093572602127,-272.8669764385771,False
Smad4,-296.809634904764,-261.368173497174,False
Smad7,-389.40541320476916,-341.8316903927063,False
Smap1,-249.73319422529158,-248.96607057765064,False
Smarca2,-266.7286401780768,-268.40556629059193,False
Smarca4,-280.34794283738086,-302.70173227406127,False
Smarca5,-277.44780966976725,-255.22994744008847,False
Smarcb1,-246.33490434286279,-269.7292806777222,False
Smarcc1,-290.2031232077137,-272.42400140532243,False
Smarcc2,-262.33370912951614,-279.78660667389823,False
Smarcd3,-324.21118424888857,-281.1470848930797,False
Smarce1,-258.92560982219857,-249.93638936780837,False
Smc1a,-248.52703326984073,-254.01597461938175,False
Smc3,-263.4946289925577,-252.99543290258683,False
Smc4,-237.1929398308655,-266.29900563112295,False
Smc6,-245.73004602552174,-248.70839839892005,False
Smchd1,-254.98665905161835,-247.25290068851535,False
Smco4,-295.395783547973,-279.9008885034207,False
Smdt1,-258.923827891784,-241.9106868860436,False
Smg1,-286.9105051753046,-280.5727515046245,False
Smg6,-286.7124850913285,-260.1414123059013,False
Smg7,-287.00506990060705,-265.5322580896952,False
Smim10l1,-252.75689222577205,-238.59473960433883,False
Smim11,-280.29081011023993,-265.4476942765391,False
Smim12,-272.5393047032872,-260.6112671714543,False
Smim14,-288.4891229739482,-252.98988777314568,False
Smim15,-249.573524675364,-246.8212905584984,False
Smim19,-263.97317267495345,-250.68435858646478,False
Smim20,-286.428044691581,-253.11481605903626,False
Smim26,-273.4400719077295,-276.2975268027267,False
Smim27,-240.2837470192407,-243.04184501596092,False
Smim4,-249.9020529080405,-265.17069207364386,False
Smim5,-325.25850829356597,-251.550404569641,True
Smim7,-251.29727317059238,-266.19724379454647,False
Smndc1,-267.57387374746133,-286.69805778440514,False
Smo,-271.22046062837956,-281.9394667219259,False
Smoc1,-259.0028937679056,-294.27637596783177,True
Smpd1,-246.01574846538443,-242.79862410457974,False
Smpdl3a,-268.2940995194591,-283.04782092789094,False
Sms,-236.35376281607375,-251.21367782599236,False
Smtn,-325.0333682032267,-298.23548066619566,False
Smu1,-253.21144099843266,-245.95849546391452,False
Smurf2,-281.2238399924938,-263.8087286270696,False
Snap23,-273.7752011378857,-259.7201280637628,False
Snapc5,-265.84051320953654,-253.39543575979388,False
Snapin,-263.0953629953442,-255.36243260036284,False
Snd1,-250.43999221141823,-265.81593434325623,False
Snf8,-248.3915498842827,-241.57020654473834,False
Snhg1,-267.33354068350127,-235.43808049125286,False
Snhg12,-270.07276712902916,-272.5691039738915,False
Snhg18,-262.3029629986646,-249.04293056774566,False
Snhg3,-291.35518869652225,-236.9647450167341,True
Snhg6,-275.6106787735016,-251.62895570412903,False
Snhg8,-253.63935128834828,-255.5057529904989,False
Snrk,-245.34134911478813,-251.98308072114054,False
Snrnp200,-287.0874143636231,-253.1202331202143,False
Snrnp27,-268.8315797537588,-254.70072840762725,False
Snrnp48,-255.81114388627273,-256.3975825328238,False
Snrnp70,-268.0149627156328,-253.27102222905663,False
Snrpa,-252.58201840452475,-245.2466660231079,False
Snrpa1,-246.33948405082572,-253.8877775565057,False
Snrpb,-267.3050804912455,-262.05014866543786,False
Snrpb2,-237.75519075772144,-238.74133946011804,False
Snrpc,-262.51229947221753,-276.380843877366,False
Snrpd1,-268.8955392288616,-261.50437875509044,False
Snrpd2,-263.43645015257465,-255.86658648217815,False
Snrpd3,-256.6493160243875,-279.2480254319434,False
Snrpe,-272.33860861930145,-265.966967558732,False
Snrpf,-263.50475580786315,-241.8632451379847,False
Snrpg,-271.319769188404,-253.24679547983806,False
Snta1,-267.34601775205766,-291.8366864015612,False
Sntb2,-253.26760410203684,-252.6718976342496,False
Sntg2,-280.243798222271,-257.2312143597235,False
Snu13,-248.25801718131694,-256.620339908624,False
Snw1,-252.39010427093706,-245.6398530423669,False
Snx1,-253.67884736146115,-261.5749011169851,False
Snx17,-254.13625269712776,-238.0663225643077,False
Snx18,-277.83736900127565,-249.37859942660572,True
Snx2,-274.17941981350623,-262.92353727681945,False
Snx24,-270.6936613992772,-243.21547311887593,False
Snx3,-251.59817608393894,-250.3901818142378,False
Snx4,-270.6810183494449,-242.53619262457755,False
Snx5,-254.66003616931022,-247.06375495872265,False
Snx6,-260.2164868917796,-251.86348807233477,False
Snx9,-254.09242177753637,-243.89001819387244,False
Socs2,-427.3742063343875,-381.35862204771075,True
Socs4,-266.36707296005926,-264.1080982624891,False
Sod1,-285.9115334087529,-269.64192272270805,False
Sod2,-262.3818726709686,-266.75261288809077,False
Sod3,-305.75251297252345,-326.4283256459961,False
Son,-267.9358766827472,-266.47764942850245,False
Sorbs1,-293.3099198674299,-278.94331898786106,False
Sorbs2,-290.91858242480976,-291.3703787821888,True
Sord,-282.11729352172273,-253.90294475491737,False
Sorl1,-286.8328861096026,-325.6628337328679,False
Sort1,-265.01156008844066,-253.4015847383098,False
Sost,-475.77088583167983,-446.90037934242724,True
Sp1,-263.51999220941667,-255.3488539593555,False
Sp3,-258.6248058751582,-278.0634933539642,False
Spag7,-257.76969113446427,-270.15549629049826,False
Spag9,-260.9041783897351,-257.9643606388852,False
Sparc,-301.8052573472621,-273.02008295115036,False
Sparcl1,-277.8681313888724,-312.88791560794874,False
Spats2l,-281.03646856575,-277.31520918369404,True
Spcs1,-255.47026583845053,-246.75368590969885,False
Spcs2,-265.13594362980473,-254.58740582273472,False
Spcs3,-293.7579239181113,-249.8528111602521,False
Specc1,-257.0969642832724,-262.10209244814894,False
Specc1l,-321.1762236771193,-277.4536844484521,False
Speg,-265.43977798491966,-280.6877259962025,False
Spen,-319.57059947128107,-280.182439166555,False
Spg20,-265.60294010616974,-256.56373255478445,False
Spg21,-263.9867403990905,-253.2407049285718,False
Spg7,-250.98305014960104,-255.23115274711506,False
Spin1,-293.16583465082465,-261.39099732884364,False
Spint2,-286.5666432573662,-263.455044058926,False
Spop,-260.10691413676267,-272.2631202931219,False
Sppl2a,-270.009614358566,-286.4410282068235,False
Sppl3,-269.95289524582944,-261.0601718708227,False
Spr,-268.7020031058032,-249.60434318344397,False
Spsb1,-310.89020340261055,-267.50729524081754,False
Spsb2,-261.8659793753439,-254.2316897645875,False
Sptan1,-259.2474881272931,-266.39801181771895,False
Sptbn1,-319.10918761705966,-301.8540449334172,False
Sptssa,-292.58464727171923,-248.89249842395333,False
Spty2d1,-291.98401713424084,-289.473306601677,False
Sqstm1,-288.08475504184537,-259.7540981147059,False
Sra1,-259.4300938082906,-272.0228892187091,False
Srcap,-294.2370771462207,-274.7119364549057,False
Srebf2,-281.1119686616498,-305.9358369826186,True
Srek1,-260.7816630817586,-262.1388423583754,False
Srek1ip1,-261.0327918233292,-265.980327191194,False
Sri,-272.8071997603794,-253.23825013005325,False
Srm,-255.38635569227637,-271.7333168413836,False
Srp14,-271.7067998050197,-251.48990411817542,False
Srp19,-239.41071911208599,-278.6395364760193,False
Srp54a,-298.3900968586748,-278.77743191465356,False
Srp68,-259.69189021206654,-254.10689474635117,False
Srp72,-270.1120229552537,-262.3028042475045,False
Srp9,-288.4139619672536,-233.40974494302336,False
Srpk1,-263.3153504378252,-268.8702077335658,False
Srpk2,-272.5521042455519,-258.29058765245566,False
Srpr,-258.3616106444677,-251.70741604121434,False
Srprb,-265.99997630266927,-266.19928106714605,False
Srrm1,-251.9448023357452,-241.79934879583394,False
Srrm2,-281.0963243948244,-268.61007182245095,False
Srrt,-262.6735706745227,-266.4191679997026,False
Srsf1,-257.84191071854616,-249.45587776859213,False
Srsf10,-254.41486957502138,-261.52560528999487,False
Srsf11,-247.0102392941302,-249.00659295152292,False
Srsf2,-263.5587041640317,-269.60264621571025,False
Srsf3,-265.15587747267523,-253.37362479076762,True
Srsf4,-271.43306894795626,-265.75940297017416,False
Srsf5,-287.83101160053326,-274.9303130952101,False
Srsf6,-265.5256768215378,-250.1890945513812,False
Srsf7,-259.0127426810435,-276.55602483631935,False
Srsf9,-280.87133624922683,-243.1755587018969,False
Ss18,-255.4748767249406,-259.8586602757726,False
Ss18l2,-260.1330070566101,-284.5230976267684,False
Ssb,-260.5448198617182,-250.623468583308,False
Ssbp1,-256.6206536425495,-251.74019840229963,False
Ssbp2,-255.25247971209075,-258.40328204534944,False
Ssbp3,-277.46228035822566,-259.3732099158697,False
Ssbp4,-268.27066974247384,-295.02420805970644,True
Ssh1,-287.56885318944416,-294.07859339884845,False
Ssna1,-267.3739625269592,-256.4766303401345,False
Sspn,-237.89119966139998,-249.71417138328576,False
Ssr1,-257.6675499425877,-252.42773240542266,False
Ssr2,-263.4888212396995,-297.4144978572226,False
Ssr3,-321.8462591624934,-279.6748147645464,True
Ssr4,-274.62566881888,-258.45706478710963,False
Ssrp1,-258.8270002725733,-254.57994443898355,False
Ssu72,-249.59337081032598,-260.81591370297525,False
St13,-294.9519940572691,-259.12054753219945,True
St3gal2,-258.0040217717493,-267.4783685915353,False
St3gal5,-353.7172119978595,-257.34413424061495,True
St5,-310.1304495145364,-265.5497356346225,True
St6galnac6,-263.56424274563415,-270.44262150033984,False
Stag1,-299.2512626060814,-258.83105286606394,False
Stag2,-264.36382420819393,-255.21022953192033,False
Stard3nl,-265.6438336756422,-255.65406726104226,False
Stat3,-291.3075728373299,-292.8324453292617,False
Stau1,-262.545315434922,-257.25880977061706,False
Stbd1,-355.757276299615,-337.3290777034073,True
Stim1,-269.06613633857137,-252.33692205022123,False
Stimate,-427.0621013509767,-339.8217240731699,True
Stip1,-293.32244284553633,-259.4508372824398,True
Stk11,-271.722850565867,-257.7905997836284,False
Stk16,-246.9382400673552,-261.4221776449378,False
Stk17b,-267.77637199502055,-231.86616882062464,True
Stk24,-265.98695821637745,-253.02686015958403,False
Stk25,-289.1836938063494,-278.9171904836201,False
Stk3,-249.2954739777738,-296.3361720920002,False
Stk38,-262.62212995432094,-273.610490109908,False
Stk38l,-256.4594948585888,-250.7847288398372,False
Stk40,-323.56656669464644,-296.2720427361564,False
Stom,-260.17897424541934,-239.12532578433144,False
Stoml2,-260.457411871212,-250.32510607435523,False
Strap,-261.6929354134249,-254.25099757218436,False
Strbp,-274.9210483592988,-268.78603532436824,False
Strn3,-255.58810640262277,-260.9718924038458,False
Stt3a,-266.59454239044544,-267.2022765545604,False
Stt3b,-268.77182210081037,-268.1434213675905,False
Stub1,-242.5345134540725,-250.6191728600983,False
Stum,-317.0327926311118,-283.6026677554336,False
Stx12,-258.9374595642006,-252.0890429237318,False
Stx4a,-267.9278670999246,-250.85564130589228,False
Stx5a,-252.1674941391368,-276.00505750187324,False
Stx7,-246.07525514863326,-258.8094834171808,False
Stx8,-257.8068642276192,-268.0418684437806,False
Stxbp3,-282.0664129185883,-259.6562644693411,False
Sub1,-284.4802880279966,-260.80861281437797,False
Sucla2,-245.48827591231503,-248.9648928868256,False
Suclg1,-272.9703805854695,-257.49029501986996,False
Suclg2,-254.7749519622564,-273.6757684919814,False
Suco,-278.7339659091947,-275.8555972028422,False
Suds3,-249.96342141215507,-249.78492923177942,False
Sugt1,-268.51703051681454,-274.8508090493986,False
Sulf1,-267.2018660522615,-355.1880324861512,True
Sulf2,-274.58732848458783,-309.4824878748431,False
Sumo1,-277.1541252862719,-241.86697928202526,True
Sumo2,-300.31851621831186,-243.77585355029112,False
Sumo3,-264.27751700869237,-266.23210390722716,False
Sun1,-277.74616739824194,-261.800534391396,False
Sun2,-300.2441226432382,-265.0986640679227,True
Supt16,-246.04645143238423,-243.5153648197781,False
Supt20,-235.4904055792157,-254.12234065913714,False
Supt4a,-294.3810003426775,-277.25175942760393,False
Supt5,-305.161005043306,-279.93557975201514,False
Supt6,-284.2122470749363,-265.82758198177817,False
Surf1,-276.61205102833907,-275.76525413560387,False
Surf4,-251.08152939409158,-249.99612366637666,False
Susd5,-301.17999612738413,-381.92006340258155,False
Susd6,-289.2732766915836,-252.36303038773252,False
Suz12,-272.4744775957602,-276.71996986293743,False
Svbp,-273.20722705448486,-244.996255642497,False
Svil,-279.5937633782172,-286.9780361593581,False
Swap70,-356.91905944149863,-274.7454581554648,False
Swi5,-287.1173770406617,-248.64499508896884,False
Swt1,-261.0430615120448,-255.18745276561634,False
Syap1,-261.10614120876727,-267.10727143508433,False
Syde1,-260.7360374402203,-268.5455883312977,False
Syf2,-247.2402387966941,-249.71120969100934,False
Syncrip,-263.545648731528,-262.5275731027359,False
Syne1,-296.2879902339865,-266.87373065959446,True
Syne2,-307.4585321209668,-300.4068431313526,False
Syngr2,-261.28110797380293,-270.29840327700225,False
Synj2bp,-269.38204168242066,-259.01896140639104,False
Synm,-315.4104876949981,-305.64510412868583,False
Synpo,-296.96019471626056,-330.9615734892718,False
Synpo2,-276.23646957814304,-275.05335347387404,False
Synrg,-284.0816984322211,-252.81580693267045,False
Sypl,-289.635754778994,-256.8403004167826,False
Sys1,-256.21094134992455,-264.4092706031491,False
Syt11,-381.79251637576465,-377.42769056043375,False
Szrd1,-275.41121585710164,-244.60008670499576,False
Tab2,-279.1353382185418,-244.89539146892778,False
Tacc1,-265.297144658956,-281.07490973957346,False
Tacc2,-281.3715189432933,-254.42831877473031,False
Taf1,-285.89484967068,-257.900583642083,False
Taf10,-271.10631946741876,-254.3649852955612,False
Taf11,-275.9918390363389,-248.57065748142196,False
Taf12,-268.5701739822673,-244.87616301356857,False
Taf15,-246.50248570582255,-246.43683554692637,False
Taf1d,-273.53450237851223,-248.67945307105623,False
Taf3,-268.762529608142,-243.82133786792105,False
Tagln,-255.14115688693158,-247.07896782923262,False
Tagln2,-255.76438600780202,-280.55693981682725,False
Taldo1,-247.22229328718328,-250.65979943234498,False
Taok1,-280.1531491017887,-286.12683000408305,False
Taok3,-294.827687716877,-276.0811581375493,False
Tapbp,-263.02596298862056,-265.64227677889704,False
Tardbp,-273.37009836642375,-253.74185841821907,False
Tars,-282.33090502781863,-262.100888811896,False
Tasor,-251.6032243795178,-251.97709806211918,False
Tax1bp1,-257.59242017245936,-252.71205443729067,False
Tax1bp3,-257.2719333523849,-261.4568481167895,False
Tbc1d1,-261.9228371338712,-258.3826953712538,True
Tbc1d12,-263.5756020081272,-252.1640489901283,False
Tbc1d15,-264.72919827174087,-253.7851413757848,False
Tbc1d20,-297.59335648334064,-266.7941385380098,False
Tbca,-251.62487778121113,-265.2836462963482,False
Tbcb,-257.2052722124516,-262.8042360421699,False
Tbl1x,-281.58488616820097,-290.33770333588893,False
Tbl1xr1,-286.22061907329163,-309.3835769007063,False
Tbrg1,-253.28447194837827,-244.16139676312983,False
Tbx18,-251.03451202784723,-252.35991840205352,False
Tbxa2r,-273.26574396530793,-277.701289828085,False
Tcaf1,-256.59862778127484,-244.96501379670036,False
Tcap,-425.9069228350272,-256.63784952469194,True
Tcea1,-248.47979615931172,-252.292712582965,False
Tcea3,-274.7112559819046,-289.21335057450125,False
Tceal3,-300.82452683717,-317.9285410819337,False
Tceal8,-282.97128546895874,-257.16304776712093,False
Tceal9,-263.4331918784124,-249.77564594805412,False
Tcerg1,-260.7946293355002,-237.20806805811642,False
Tcf12,-252.6062915591335,-269.71144814662114,False
Tcf25,-274.30188837264365,-260.0241000532492,False
Tcf4,-262.6217215790877,-306.79663378919537,False
Tcf7l1,-337.27088458841297,-290.674271580276,False
Tcf7l2,-269.41724383165,-245.84927483812032,False
Tcp1,-265.06782576117706,-261.93908886394763,False
Tcta,-257.2137095663484,-249.40516279758555,False
Tead1,-284.1807351478291,-262.42853458438367,True
Tead3,-305.3395998191969,-304.9992619367501,False
Tecr,-259.46115097401184,-256.7584630291502,False
Tent5a,-319.50813172708536,-274.6873916098216,True
Tes,-269.7937300157279,-254.84384453478432,True
Tesk1,-278.5845057106907,-255.6212734077401,True
Tex261,-252.68818598081742,-252.1133431711935,False
Tex264,-250.58591773443695,-240.29252539591235,False
Tfdp2,-266.68779828634507,-278.4170535658185,False
Tfg,-241.23732146754128,-241.6302798737052,False
Tgfb1,-280.5468141969526,-269.9555090722073,False
Tgfb1i1,-256.9205049791198,-259.8245723858395,False
Tgfb2,-333.9187053261353,-280.86493836042075,True
Tgfb3,-344.29068317323845,-288.18710648086414,True
Tgfbr1,-270.42716951338787,-282.9213302833647,False
Tgfbr2,-249.14935259319648,-234.75319262014153,True
Tgfbr3,-257.18543288109277,-278.38638770858324,True
Tgm2,-282.3053304903744,-293.41431808423056,False
Tgoln1,-270.51133383443175,-272.0044393408337,False
Tgs1,-248.51867986645178,-248.67625765522013,False
Thap12,-261.7663680468803,-250.2289880541084,False
Thap2,-248.94712582311087,-253.61736048594338,False
Thap3,-280.07450693355,-252.6043393381591,False
Thoc1,-262.21415841454757,-259.4324946213104,False
Thoc2,-265.02276481576985,-258.1843402643363,False
Thoc7,-251.53150826518436,-244.963820208687,False
Thra,-289.6150820211609,-225.7217818572702,True
Thrap3,-246.56060038835773,-257.11074793455737,False
Thrb,-266.85070576332834,-296.2210938040139,False
Thsd4,-273.3803298633524,-261.10822022635034,False
Thumpd1,-248.79978711425574,-241.47733666314153,False
Tia1,-255.51289587278802,-268.2779871222676,False
Tial1,-244.38404650731428,-242.811529491296,False
Timm10b,-275.9815789352989,-260.4096664017819,False
Timm13,-270.6474455589879,-267.16457946650144,False
Timm17a,-282.38963558099033,-273.9404604168721,False
Timm17b,-245.78122030908781,-255.48992825724332,False
Timm23,-269.2163196454282,-268.9026067108785,False
Timm44,-268.73417613720284,-276.6853106999652,False
Timm8b,-258.1937822387059,-254.608477504581,False
Timp2,-242.1593462805045,-314.535872753329,False
Timp3,-306.2692731638532,-296.19907474490725,True
Tinagl1,-284.028029467818,-258.59066608898115,False
Tipin,-253.46401574446838,-255.500465580204,False
Tiprl,-275.1656530777239,-267.7861329586054,False
Tjp1,-279.62197945650894,-255.34769449270482,False
Tkt,-255.54259428065382,-269.3671585555925,False
Tle1,-274.4639693832874,-276.3341830697389,True
Tle5,-257.62963801233786,-268.82707786264774,False
Tlk1,-242.43254344458032,-257.0092074480662,False
Tlk2,-266.17521616364485,-254.49557198044334,False
Tln1,-278.99993979040147,-240.6309578634374,True
Tm2d1,-283.39165695067015,-253.72843734072453,False
Tm2d2,-256.0440788910672,-247.60503113835478,False
Tm2d3,-257.44767282414523,-254.11768656001166,False
Tm4sf1,-294.3937591373121,-264.6237436660196,True
Tm7sf3,-262.3464837077218,-242.5579915853579,False
Tm9sf2,-247.49283002482656,-250.57053622002508,False
Tm9sf3,-254.9711995216408,-252.31425203865217,False
Tm9sf4,-261.74656422790116,-252.77207050921368,False
Tma7,-261.16243402201246,-253.33339644551944,False
Tmbim1,-255.80840843909576,-269.02298556793585,False
Tmbim4,-278.1374712296296,-264.64149886440373,False
Tmbim6,-248.9041859719069,-239.89582066259516,False
Tmcc3,-281.8911412294643,-298.45824033396906,False
Tmco1,-254.7831196792166,-256.17125004039605,False
Tmco3,-252.76359713448653,-263.45026221210816,False
Tmed1,-271.0936062991734,-254.82392635062828,False
Tmed10,-234.71189330717493,-241.16266193858831,False
Tmed2,-279.67554070541615,-255.72647275212225,False
Tmed3,-255.74766958479842,-253.54461886870558,False
Tmed4,-289.85911984855227,-260.6961111569344,False
Tmed5,-257.79022939322,-257.63526252401226,False
Tmed7,-259.2101954607437,-229.50377669521058,False
Tmed9,-281.9722547542492,-270.9095856658427,False
Tmem106b,-281.8648605231515,-287.6078896981046,False
Tmem109,-262.54288816834685,-261.26900128308694,False
Tmem11,-279.75824390915056,-300.6286694266405,False
Tmem115,-271.10520737567913,-261.7537951605499,False
Tmem123,-276.6469108558199,-253.7137145431595,False
Tmem126a,-254.83470260402532,-249.07812728613303,False
Tmem132a,-341.17302004792947,-301.4999735170408,False
Tmem134,-255.70836454991144,-242.06447814403816,False
Tmem141,-262.48916042193315,-262.9901640896864,False
Tmem147,-282.5297665551527,-265.2917477417631,False
Tmem14c,-251.46820506316197,-253.99567286670944,False
Tmem159,-320.1561528591913,-260.82695096521866,False
Tmem160,-262.19354273701884,-258.76868424171204,False
Tmem161a,-287.16663683922445,-236.24184412160196,False
Tmem165,-260.75397655101324,-249.30912523044543,False
Tmem167,-257.59684085791264,-250.82752220265354,False
Tmem183a,-247.28501300687876,-231.75651245433494,False
Tmem184b,-264.98628953240654,-315.36807213889756,False
Tmem205,-283.02153835640087,-272.77797196946585,False
Tmem208,-245.19525663723158,-257.8931205926988,False
Tmem219,-258.5575989732581,-252.89678376812475,False
Tmem222,-302.37001544685387,-248.1727429240274,False
Tmem223,-265.97986118987615,-254.06632780997631,False
Tmem234,-255.86982675420637,-254.88367225479936,False
Tmem238,-267.68509084097275,-290.3757824388608,False
Tmem242,-259.77690340671586,-266.3196962089543,False
Tmem245,-271.88003871013166,-246.8299475871264,False
Tmem248,-251.41910463188685,-259.1382677394984,False
Tmem256,-280.98582774958896,-245.0861934319104,False
Tmem258,-274.8113554840334,-246.796951332913,False
Tmem259,-257.29969145629707,-263.4839689174745,False
Tmem263,-263.2623604357652,-244.94700640770745,False
Tmem30a,-268.16291044100035,-259.0090301896439,False
Tmem33,-259.0660729566756,-257.8944610653235,False
Tmem38b,-305.15844948057986,-272.5800615864732,False
Tmem43,-258.4637098369909,-265.2746849371707,False
Tmem45a,-278.3076733243213,-264.8099832021323,False
Tmem47,-274.21164146098647,-267.5466475468199,False
Tmem50a,-245.62365567128086,-242.3634424145105,False
Tmem59,-277.5587335419102,-241.67935952426353,False
Tmem60,-257.24065931464617,-250.81344663535464,False
Tmem63a,-263.53700942225527,-258.8193618490293,False
Tmem64,-284.368543303764,-293.64386371624147,False
Tmem65,-264.31723528139855,-249.02571852534345,False
Tmem70,-269.47101534737504,-269.65889831961056,False
Tmem87b,-252.38284577393512,-247.1129570606965,False
Tmem98,-285.82729766356795,-252.51036610759624,False
Tmf1,-261.2336669883239,-259.3542813668907,False
Tmod3,-263.40098566165204,-280.71798614063874,False
Tmpo,-253.45878490064172,-257.691479807564,False
Tmsb10,-291.33103170851473,-281.90898684585034,False
Tmsb4x,-265.3800492881292,-254.1948629487446,False
Tmtc1,-298.68703832179096,-267.33173317766386,True
Tmtc2,-304.17307716653613,-286.48663828950066,False
Tmx1,-272.3005558587252,-272.0710136087881,False
Tmx3,-260.4912530603051,-266.19842979785096,False
Tmx4,-260.14231616803744,-253.7931462067762,False
Tnc,-261.29538191610135,-319.22576040723686,False
Tnfaip1,-282.3659762383887,-280.10244348625207,False
Tnfaip8,-295.3025853155966,-241.89056321294822,True
Tnfrsf12a,-291.0362398640694,-291.95563437639845,True
Tnfrsf1a,-263.83159550573157,-262.8592430577783,False
Tnfsf12,-275.12131192335784,-243.34791973998492,False
Tnks1bp1,-281.93024985721183,-265.37663066572543,False
Tnks2,-271.8020413070079,-267.522004465372,False
Tnpo1,-297.8463882251423,-261.6012750627567,False
Tnpo3,-269.34808038880175,-265.5632863824393,False
Tnrc18,-313.6921926356841,-267.03458402335906,True
Tnrc6a,-282.8325666722642,-246.88616026205747,False
Tnrc6b,-276.0407367289327,-258.8332224593628,False
Tnrc6c,-269.88133133483893,-252.99990096174696,False
Tns1,-411.2319925711763,-329.76271006286976,False
Tns2,-273.16852904244814,-310.5890559771168,False
Tnxb,-332.7215404692079,-317.97500909723186,False
Tob1,-258.18842490073075,-300.58268857325686,False
Tob2,-262.4645731423552,-303.76111152186616,True
Tom1l2,-254.29582908927947,-285.67477900212884,False
Tomm20,-269.5973135968667,-248.40785082229473,False
Tomm22,-298.2082886087719,-259.9230658828164,False
Tomm40,-247.4283624886932,-253.09583483006122,False
Tomm5,-292.35403316948214,-273.78774068276743,False
Tomm6,-272.9722722976421,-261.4052761711343,False
Tomm7,-284.20246743459126,-257.0476925101654,False
Tomm70a,-254.2407828337556,-253.4257284962528,False
Top1,-276.61668062817006,-275.04816255601224,False
Top2b,-260.21123678240144,-250.0494652055116,False
Topors,-261.98679768730335,-251.6212861850815,False
Tor1a,-258.6070143699566,-259.9236302722188,False
Tor1aip1,-284.04872726425776,-266.14596209741705,False
Tor1aip2,-278.8516690789095,-258.76597926936313,False
Tor1b,-272.31570367814817,-252.8355319346605,False
Tox4,-255.94765478639286,-268.81283597465665,False
Tpd52,-262.52162434066713,-254.6320895991155,False
Tpd52l2,-256.35444679098913,-253.55677279207185,False
Tpgs1,-270.1566892365757,-274.3538370288192,False
Tpi1,-271.7137690066391,-249.62936471937792,False
Tpm1,-289.81735215324295,-258.81587323835674,True
Tpm2,-240.3877172435635,-245.13202579776947,False
Tpm3,-260.62408399679384,-264.7411983659009,False
Tpm4,-257.4314377617535,-280.7393318074421,False
Tpp1,-259.0235202161367,-268.3277779436469,False
Tpp2,-298.3907798983852,-252.19105539184818,False
Tppp3,-299.79900081172843,-298.82933458202416,True
Tpr,-274.9592672210676,-265.15725174946925,False
Tprgl,-266.93161419077893,-267.1020097586508,False
Tpst1,-266.1025687691179,-267.80679775633945,False
Tpt1,-253.06765689083375,-249.66905625556495,False
Tra2a,-253.778186296071,-244.7127492377506,False
Tra2b,-257.8138876727008,-250.3298631327214,False
Trabd2b,-301.78444728952434,-280.494986378696,False
Traf5,-287.0009180647685,-277.82056879581756,False
Traf7,-245.92445787487355,-265.929266123926,False
Trafd1,-279.43580536493187,-249.8224745671949,False
Trak2,-259.097592871248,-286.5282889083795,False
Tram1,-266.4440179346106,-255.56850185304833,False
Trap1,-257.76936435649935,-253.24899377345693,False
Trappc1,-274.48375247067094,-249.077900090094,False
Trappc13,-245.43034085819937,-241.85497367210212,False
Trappc2l,-249.84193910103386,-255.11096711721763,False
Trappc3,-262.90622588663393,-259.3976526657036,False
Trappc4,-269.78544935361975,-276.09644320918346,False
Trappc5,-255.56779135109778,-257.0569631461894,False
Trappc6a,-255.61267681152768,-246.69394580389928,False
Trappc6b,-252.92350825951564,-238.20004653684055,False
Triap1,-258.1536112055132,-276.02311140810104,False
Trim28,-264.1350471812226,-253.8640619378874,False
Trim33,-245.98147696509756,-245.99545530391703,False
Trim35,-238.30465892994528,-260.5219910195398,False
Trim44,-255.3791697933032,-269.32598648868515,False
Trim47,-273.2687411352787,-261.7285687612752,True
Trim56,-266.42009261914205,-261.62843637750655,False
